33.1975785,-87.5618713,Dr. John R. Drish House,This abandoned Greek Revival church is allegedly filled with ghostly spirits.,
32.508541,-87.8351658,Gaineswood,"According to legend, this oak tree grows out the grave of a man who was executed for a crime he did not commit. Upon dying, he told villagers his innocence would be proven if an oak tree grew out of his grave. Strange noises are heard around this tree.",
32.6351786,-87.3522481,Kenworthy Hall,Rumors of hauntings have followed this house since the early 20th century. People claim to have seen ghostly flames envelop the tower and lights flicker when nobody is home.,
33.1073601,-86.8652916,Edmund King House,A young woman who died while visiting this former plantation is rumored to haunt the grounds.,
33.2634704,-88.0950995,Pickens County Courthouse ,"This house is allegedly haunted by Lucinda, the wife of former owner Edward Kenworthy Carlisle.",
30.706097,-88.106219,Crichton Leprechaun,Haunted school,
32.350121,-86.285427,Pratt Hall,"According to local folklore, this courthouse is haunted by Henry Wells, who stares at the living through a window and is the origin of the popular The Face in the Courthouse Window"" ghost story.""",
32.4130318,-87.0288107,Sturdivant Hall,"In 2006, multiple people said that theyu0027d seen a Leprechaun hiding in a tree in Crichton, Alabama.",
34.8285557,-87.6349779,Sweetwater Mansion,The Red Lady of Huntingdon College is said to haunt Pratt Hall.,
31.5396748,-87.9858115,Eliza Battle,"Former owner, John McGee Parkman, is said to haunt Sturdivant Hall.",
31.4959199,-87.9107475,James T. Staples,"A caretaker claimed sheu0027d seen a ghostly casket containing the body of a Confederate soldier at Sweetwater Mansion, and thatu0027s only one of dozens of ghost stories surrounding this historic building.",
33.520808,-86.7906316,Sloss Furnaces,"The Phantom Steamboat of the Tombigbee. Eliza Battle was a paddle-steamer that sunk on March 1, 1858. Itu0027s now said to haunt the Tombigbee River.",
33.5187153,-86.8063813,Redmont Hotel ,This paddle steamer sunk in 1913 and is said to haunt the Tombigbee River.,
33.5201956,-86.8080602,The Tutwiler Hotel ,"These historic furnaces are said to be haunted by James “Slag” Wormwood. 47 men died on Wormwoodu0027s watch. According to the history books, he slipped and fell into a giant pool of melting ore in 1906, but some say the workers killed him in revenge for the deaths of their colleagues.",
33.228181,-87.631792,Old Bryce Hospital,"People claim that things move around by themselves in the Redmont Hotel, and the spirit of Hank Williams is said to linger in the building.",
32.3823773,-86.3049085,Lucas Tavern ,"A phantom called The Knocker"" is said to knock at doors and disappear.""",
31.3431709,-85.6109669,Bill Sketoe's Hole,This historic insane asylum is believed to be haunted by former patients.,
31.9901733,-87.2580032,Gaines Ridge Dinner Club,"Lucas Tavern is part of the historic buildings that make up Old Alabama Town. Eliza Lucas, an early owner, is said to haunt the building.",
32.4068486,-87.0177957,St. James Hotel ,"According to a famous folklore, a minister named William Bill"" Sketoe was lynched from this bridge. A shallow hole was dug beneath his feet",
33.9262911,-86.7918724,Jack Cole Road,"This restaurant is allegedly haunted by a screaming lady, a tall man in black, and a crying baby.",
34.8321635,-87.701806,Ghost Bridge,"Itu0027s said that this hotel is haunted by Jesse James himself, and his girlfriend, Lucinda.",
34.0525559,-87.5519962,Highway 5 Ghost,A witch is said to haunt this rural road. Itu0027s said that many have died on this road under unusual circumstances.,
30.2487737,-88.0753901,Fort Gaines,"This bridge was demolished in 2013, but ghosts are said to still haunt the area.",
30.3938116,-88.2086642,Gwonz Road,The ghost of a dead girl is said to wander Highway 5.,
33.5517547,-86.9670713,Bayview Bridge,Shadowy figures and cold spots have left visitors of historic Fort Gaines convinced that it is haunted.,
32.4312473,-86.5746996,Bear Creek Swamp,The road is allegedly where the KKK murdered men in the 1940s. The victims are said to haunt this road.,
33.2413644,-87.483597,Holt Cemetery,"According to the stories, a young woman was killed here by a pack of wild dogs, and she now haunts the bridge.",
33.0027163,-87.6280528,Moundville Archaeological Park,"In 2014, sheriffs removed 21 creepy dolls from a makeshift graveyard"" in this swamp. The dolls had been painted white and were attached to bamboo stakes. It was supposedly a Halloween prank",
34.7315239,-86.5651509,Dead Children's Playground at Maple Hill Cemetery,Visitors say that ghosts appear in the photos taken on Holt Cemetery.,
44.8490403,-92.9047405,Cedarhurst Mansion,"People have said that they see light coming from the mounds at night, along with the sound of ghostly drums.",
31.2086921,-86.1422212,The Dancing Ghost of Grancer Harrison,"This playground is located inside a cemetery, and is said to be haunted by the spirits of deceased children.",
30.6844298,-88.0740483,Kate Shepard House,"This mansion is said to be haunted by Sally Carter, who died in the mansion aged 16 in 1837.",
32.6751663,-85.8229867,Harper Hill Church and Cemetery,"Grancer Harrison had a tomb specially built for him, located near the dance hall he loved to frequent. Visitors say sounds of fiddle music and dancing come from the graveyard in the dead of night.",
33.2140233,-87.5391418,The University of Alabama,Guests have said theyu0027ve seen the ghost of an elderly woman inside the house.,
60.7723705,-148.6860346,Begich Towers,Legend has it that a former pastor went mad and murdered his family inside this church. He is said to still haunt the grounds.,
64.831092,-147.739887,Fairbanks Memorial Hospital,"The Gorgas House is said to be haunted, with the ghost of Josiah Gorgas walking the stairs and hitting his sword against the walls.",
60.1260389,-149.4437947,Jesse Lee Home for Children,"All 160 Whittier residents live in Begich Towers, where a hungry ghost rattles around kitchens and one ghost is fond of whistling.",
63.4879,-148.821,Igloo City,"This hospital is said to be haunted by ghosts in the nursery wing, although others say they are angels taking sickly infants into the afterlife.",
61.1886527,-149.8342055,Wendy Williamson Auditorium,An earthquake caused a massive amount of damage and killed several children back in 1964. Those children are said to haunt the property to this day.,
60.4769318,-164.7224104,Nightmute School,"This abandoned hotel is allegedly haunted, as well as home to bears and wolves trying to avoid the arctic winter. ",
59.4539226,-135.3185117,Red Onion Saloon,The Wendy Williamson Auditorium is said to be haunted by six different ghosts.,
31.711944,-110.065278,Bird Cage Theatre,A little girl is said to haunt the bathrooms at Nightmute School. A grave was also supposedly discovered under Room 106.,
31.4423932,-109.9144646,Copper Queen Hotel,"Originally a brothel, this restaurant is now haunted by Lydia, a former brothel employee.",
35.1917144,-114.0604341,Lee Williams High School,This theatre was originally a brother known for mayhem and murder. Itu0027s said that former guests now haunt the premises.,
35.1982233,-111.6474131,Hotel Monte Vista,"Originally a brother, itu0027s said that a former prostitute named Julia Lowell haunts the Copper Queen hotel.",
33.518225,-112.004898,The Hermosa Inn,Women in prairie gowns and men dressed from another century are said to apparate at this high school in Arizona.,
32.222248,-110.966648,Hotel Congress,"This hotel is said to be haunted by 10 ghosts, including a former butcher who dried meat on the chandelier. ",
34.7477359,-112.1150996,Jerome Grand Hotel,"Doors shut by themselves and cowboys appear in mirrors at this famous inn, once frequented by famous stars.",
33.8244764,-112.8279566,Vulture Gold Mine Landing Strip,Ever since the third floor burned down in 1934 this hotel has hosted plenty of ghosts.,
33.42067,-111.942669,Casey Moore's Oyster House,"This hotel used to be a hospital where nearly 9,000 people died. Itu0027s said they now haunt the halls of this popular hotel.",
33.8197697,-112.1489005,Pioneer Living History Museum,"According to the ghost stories, 18 miners hung from Vulture Mineu0027s Hanging Tree for stealing gold. They are said to still haunt this mine.",
31.442547,-109.916607,Oliver House,Staff members are this popular restaurant swear that this Oyster House is haunted.,
31.7154103,-110.0688267,The Buford House,"According to caretakers, voices of ghostly children can be heard singing in this museum at night and cold spots can be felt throughout the property.",
35.1808322,-114.0318949,Slaughterhouse Canyon,People report hearing ghostly screams and curtains moving themselves at this haunted attraction.,
33.4501988,-112.0659249,Rosson House Museum at Heritage Square,The spirit of a heartbroken miner is said to haunt this house.,
33.5758792,-112.1902173,Sahuaro Ranch Park,"According to legend, a man once left his wife and child to find food — and never returned. The wife and child starved to death, and now their spirits are said to haunt Slaughterhouse Canyon, asking the living for scraps of food.",
31.719916,-110.0705999,Boothill Cemetery,A spirit is said to lock doors and cause mischief in this historic haunted house.,
36.1069652,-112.1129972,Grand Canyon National Park,The ghost of a woman in a long dress is said to haunt this park.,
36.408329,-93.73732,Crescent Hotel and Spa,"Ghosts sometimes appear in photographs taken in this famous historic cemetery which is the final resting place of Wild Bill Hickok, Calamity Jane and Seth Bullock to name but a few.",
33.9530141,-91.0811314,White River Monster,The Grand Canyon has the most haunted trails out of any state park in America.,
33.6345713,-91.7908184,Allen House,The Crescent Hotel is built on the grounds of a former hospital and itu0027s said to be inhabited by the ghosts of former patients.,
34.7379511,-92.2774177,Mt Holly Cemetery,"According to local folklore, the White River Monster is a giant creature lurking in the White River.",
36.402229,-93.737201,Basin Park Hotel,This historic house is said to be haunted by the ghost of a former resident who committed suicide in the 40u0027s.,
34.5177445,-93.0512014,Park Hotel,"Many ghosts are said to live in this graveyard, and those who visit after dark claim to see the statues moving.",
36.0696769,-94.1692467,Inn at Carnall Hall,A young woman and a child are said to haunt this hotel.,
34.7171258,-92.0925531,Wolf Bayou Bridge,Guests have reported feeling invisible forces brush up against them inside this hotel.,
35.8388495,-90.7044067,Forum Theatre,A woman without a head or feet is supposed to float through the corridors.,
34.5121851,-93.054353,The Poet's Loft,"Legend says a woman and her child died while crossing this bridge. If you say “Mama Lou, I’ve got your baby! youu0027ll experience car trouble and you may see a woman in white floating over the bridge.""",
34.3750822,-92.2920502,Old Redfield Road,This theatre is said to be haunted by a mischievous ghost named Charlie.,
34.7581991,-92.2681322,Baker House Bed and Breakfast,A female ghost is said to haunt this place.,
35.7946905,-90.7422911,Keller's Chapel Cemetery,This road is said to be humming with ghosts. Electrical items have been known to stop working while driving down this road at night.,
35.477102,-93.6581255,Possum Walk Cemetery,This historic Bu0026B is said to be haunted by ghostly children and a woman.,
34.7346344,-92.2758475,Cathedral Park Apartments,Eerie apparitions and ghostly lights are said to haunt this cemetery.,
33.2932863,-93.2318879,Southern Arkansas University,A set of gates in this cemetery are said to be hot to the touch — even in winter.,
34.5204191,-92.2092773,Hitchhiker of Highway 365,These apartments used to be a a cathedral. Ghostly smoke is said to appear out of nowhere.,
34.516685,-93.0531706,Arlington Resort Hotel \\u0026 Spa,Busey Hall and Horton Theatre are said to be haunted by former students.,
35.907609,-91.554706,Hickory Valley Methodist Church,A ghostly female hitchhiker is said to appear on stormy nights.,
41.9143678,-83.3970101,Monroe County Courthouse,"Several ghosts are said to haunt this hotel, including a little girl in a pink dress and a woman who lives in one of the towers.",
35.1611219,-93.1731459,Moore Hill Cemetery,"This church is derelict, but people say they can hear ghostly hymns sung after dark.",
35.2944535,-93.1362663,Arkansas Tech University,Itu0027s said that this courthouse is haunted by a ghost called Mabel.,
34.7490498,-92.2725927,Old State House Museum,"According to local legend, if you hang out near the u0027Hovis gravestones at night",
34.1308101,-93.0591234,Henderson State University,"Caraway Hall is said to be built on a Cherokee burial site, and is haunted by restless spirits.",
33.438559,-92.7968893,Jones Cemetery,"Former Speaker of the House, John Wilson, is said to haunt this house.",
35.3164775,-91.5783934,Shady Grove Cemetery,This university is said to be haunted by a former student who committed suicide.,
36.0516946,-90.4985428,Arkansas Methodist Medical Center,The ghost of a little girl is said to haunt this cemetery.,
35.3844341,-91.6260061,Fredonia Cemetery,"According to folklore, if you flash your car lights three times, the handprints of ghostly children will appear on your car.",
36.055668,-90.487133,Collins Theatre,"This hospital is said to be haunted by the spirit of a 5-year-old boy, a Confederate soldier, and an elderly woman.",
34.5550101,-92.5103652,Bauxite Historical Association Museum,"A ghostly wind is said to blow around the gravestones, even when there isnu0027t a breeze in the air.",
35.3883026,-94.4297647,Fort Smith National Historic Site,An elderly couple is said to haunt this theatre.,
35.8321206,-91.5069076,Liberty Baptist Church Cemetery,Witnesses have heard ghostly footsteps throughout this museum.,
34.0857235,-94.3231771,Avon Cemetery,Several houses in Fort Smith are said to be haunted.,
35.89235551,-91.7172339,Witches Hollow,An elderly woman and ghost lights are said to haunt this cemetery after dark.,
35.8854142,-90.3495377,Monette Cemetery,"According to folklore, if you drop a rock into a well located in this cemetery at midnight, youu0027ll hear the cries of a ghostly baby.",
35.8335566,-90.706187,Johnson-Sanderson Mansion,"This area is said to be haunted by the ghost of a dead witch, who once practiced her magic here. Her spirit is said to walk the roads nearby at night.",
33.1019393,-93.6831784,Conway Cemetery ,"According to local legend, a glass mausoleum was once at this cemetery but it was sealed up with concrete and painted after the body inside started to rot. The man buried inside is said to haunt the cemetery.",
34.728002,-92.275356,The Empress of Little Rock,Furniture is said to rearrange itself as a ghostly hooded figure strolls the property.,
34.7379511,-92.2774177,Mt Holly Cemetery,A tree on the property is said to be the site of former executions. Ghostly voices are said to emanate from the tree after dark.,
58.3049,-134.4228185,Evergreen Cemetery,Visitors claim they can hear ghostly footsteps — but the owners say the ghosts are friendly!,
34.0442774,-118.2507798,Stay on Main Hotel,Some say that ghosts in 19th century clothing sometimes appear in photographs.,
36.0510701,-121.4690983,Dark Watchers,"Many ghost hunters visit this cemetery, to see if the ghost stories are real.",
33.961683,-117.280319,Chupacabra,"Formerly known as the Hotel Cecil, this is Americau0027s most haunted hotel. A guest died mysteriously only a few years ago, and several serial killers have stayed (and killed) at this hotel.",
33.7467471,-116.7152556,Idyll-Beast,"The Dark Watchers are said to be phantoms that appear at twilight, staring into the setting sun before disappearing.",
34.9433874,-116.8665116,Calico Ghost Town,The Chupacabra is a mythical monster that is said to attack goats.,
37.8651011,-119.5383294,Yosemite National Park,The Idyll-Beast is a sasquatch-type creature who allegedly lives in the mountains of Idyllwild.,
34.1620531,-119.0434218,California State University Channel Islands,This abandoned mining community is said to be flushed with spirits of former miners who never stopped hunting for silver.,
33.7526356,-118.1903235,The Queen Mary,"A handful of trails in Yosemite are said to be haunted. Several weird things have occurred in the park over time, including Bigfoot sightings and a series of perfectly severed deer heads appearing on trails back in the 90s.",
34.1020231,-118.3409712,TCL Chinese Theatre,This school used to be a mental institution and is said to be haunted by former patients.,
34.0975959,-118.3281463,Pacific Cinerama Dome,The Queen Mary is supposed to be the worldu0027s most haunted ship. One of the state roomu0027s is said to be haunted by the spirit of someone who was murdered on-board.,
34.0820093,-118.3617361,Silent Movie Theatre (CLOSED),Graumanu0027s Chinese Theatre is said to be haunted by a ghost named Fritz.,
34.1020096,-118.3257889,Hollywood Pantages Theatre,This landmark cinema is said to be haunted.,
34.102309,-118.3276112,Knickerbocker Hotel,"Before it closed, this theatre was said to be haunted by the original owners.",
34.0951345,-118.3739278,The Comedy Store,"The Pantages is said to be haunted by the ghost of Howard Hughes, who once owned this theatre.",
34.0561389,-118.2394686,Pico House,"Now apartment buildings, this former hotel had a colorful history. Harry Houdiniu0027s widow conducted a seance on the roof to contact her dead husband. D. W. Griffith died here. And it was here where Frances Farmer was arrested before being sent to an insane asylum. Many ghosts are said to haunt this building.",
34.1117349,-118.3861519,Wonderland Murders House,"A popular bar called Ciro’s, opened in 1940. The ghosts of Cirou0027s are said to haunt The Comedy Store.",
33.9978198,-118.4109819,The Entity House,"A massacre once took place opposite the house, and itu0027s said to be haunted by the ghosts of the slain men.",
34.1328912,-118.2802771,The Old Zoo,"Four people were gruesomely murdered in this house, and the killers were never caught.",
34.0383532,-118.2174583,Linda Vista Community Hospital,"Doris Bither claimed the ghosts of several men tormented her in this house, which inspired the horror movie u0027The Entity.u0027",
34.0500796,-118.3172683,Rosenheim Mansion,A 150-year of curse and werewolves are said to haunt this abandoned zoo!,
34.1157281,-118.2933836,Los Feliz Murder House,"The legends of ghosts inside this hospital caught the attention of the Ghost Adventures tv show, who launched a full investigation into this supposedly haunted hospital.",
34.1013717,-118.3417986,The Hollywood Roosevelt,This haunted house was the location for season one of American Horror Story: Murder House.,
34.144553,-118.1645887,Colorado Street Bridge,"A doctor once lost his mind inside this house, and murdered his whole family with a hammer before killing himself.",
34.0498701,-118.2539335,Millennium Biltmore Hotel Los Angeles,Marilyn Monroe lived here for a while on her way to the top of tinseltown. Her ghost is said to still haunt this hotel.,
34.088778,-118.319017,Hollywood Forever Cemetery,"Over 100 people committed suicide on this bridge, and their ghosts are said to still haunt it.",
34.0922819,-118.4012377,Greystone Mansion,"Shortly before her death, Elizabeth Short, AKA The Black Dahlia was spotted at the Millennium Baltimore. Her ghost is said to still haunt the hotel.",
34.0774405,-118.225022,Lincoln Heights Jail,"This is the final resting place of Johnny Ramone, Cecil B. DeMille, Jayne Mansfield, Rudolph Valentino, and Douglas Fairbanks — to name a few. More than a few ghosts are said to roam the grounds after dark.",
34.10175,-118.335621,Vogue Theatre (CLOSED),"This house has it all — murder, suicide, and Hollywood secrets. The ghosts of the murder victims are said to still haunt this house, which has been featured in dozens of Hollywood movies.",
32.7103402,-117.1612631,Horton Grand Hotel,This haunted jail has also been used for many Hollywood movies. The boiler room scene in Nightmare On Elm Street was filmed here.,
32.6807545,-117.1779844,Hotel del Coronado,A ghost named Fritz is said to have haunted the projection room before this theatre closed down.,
32.7527561,-117.1946067,Whaley House Museum,"Room #309u2028 is said to be extremely haunted. The Horton Grand is said to host several ghosts, including a lady in white.",
32.708115,-117.146077,Villa Montezuma Museum,"In 1892, a lonely guest named Kate Morgan killed herself in this hotel and her ghost is said to still haunt the halls.",
32.7516073,-117.1932703,Cemetery of El Campo Santo,"The Whaley House is said to be Americau0027s second most haunted house, and has even been certified haunted"" by the U.S. Department of Commerce. A tree on the back of the property is said to be cursed by the spirit of Yankee Jim. Many have died under strange and unfortunate circumstances while living in this house.""",
32.754574,-117.1964137,Cosmopolitan Hotel and Restaurant,"Also called the Spook House"" this house was built by spiritualists and used to conduct seances.""",
38.2171996,-122.2729508,Greenwood Mansion,"San Diegou0027s oldest cemetery is said to be haunted by numerous ghosts, including that of Yankee Jim.",
